timestamp,position_x,position_y,position_z,orientation_x,orientation_y,orientation_z,orientation_w,acceleration_x,acceleration_y,acceleration_z,throttle,steering_angle
1725647507,-0.2641767630707057,-0.003444546925617889,0.0,0.0,0.0,-0.016315724620952557,0.9998668897058715,-0.01561774949775159,-0.0005301073588014323,0.0,0.6494661096760482,0.0
1725647507,-0.2641767630707057,-0.003444546925617889,0.0,0.0,0.0,-0.016315724620952557,0.9998668897058715,-0.01561774949775159,-0.0005301073588014323,0.0,1.0,-0.0014540964989241607
1725647507,-0.2641767630707057,-0.003444546925617889,0.0,0.0,0.0,-0.016315724620952557,0.9998668897058715,-0.01561774949775159,-0.0005301073588014323,0.0,0.9999999999998931,0.003012909029285987
1725647507,-0.2641767630707057,-0.003444546925617889,0.0,0.0,0.0,-0.016315724620952557,0.9998668897058715,-0.01561774949775159,-0.0005301073588014323,0.0,0.9999999999998744,0.00035441796252195243
1725647507,-0.2648022773536161,-0.0034453423696016033,0.0,0.0,0.0,-0.01632453741647165,0.9998667458607363,-0.015640010986612923,-0.0005302165299925725,0.0,1.0,0.003183642704555056
1725647507,-0.2648022773536161,-0.0034453423696016033,0.0,0.0,0.0,-0.01632453741647165,0.9998667458607363,-0.015640010986612923,-0.0005302165299925725,0.0,0.9999999999999234,0.0008498088019952371
1725647507,-0.2648022773536161,-0.0034453423696016033,0.0,0.0,0.0,-0.01632453741647165,0.9998667458607363,-0.015640010986612923,-0.0005302165299925725,0.0,1.0,-0.001097760624983136
1725647507,-0.2648022773536161,-0.0034453423696016033,0.0,0.0,0.0,-0.01632453741647165,0.9998667458607363,-0.015640010986612923,-0.0005302165299925725,0.0,1.0,0.006105519345807457
1725647507,-0.2648022773536161,-0.0034453423696016033,0.0,0.0,0.0,-0.01632453741647165,0.9998667458607363,-0.015640010986612923,-0.0005302165299925725,0.0,1.0,-0.001429028855453512
1725647507,-0.26511536829332477,-0.0034457305924181264,0.0,0.0,0.0,-0.016321723123019567,0.9998667918049361,-0.01565114173103833,-0.0005302711157435036,0.0,0.9999999999999328,0.006145045295540983
1725647507,-0.26511536829332477,-0.0034457305924181264,0.0,0.0,0.0,-0.016321723123019567,0.9998667918049361,-0.01565114173103833,-0.0005302711157435036,0.0,1.0,-0.0017341820063096164
1725647507,-0.26511536829332477,-0.0034457305924181264,0.0,0.0,0.0,-0.016321723123019567,0.9998667918049361,-0.01565114173103833,-0.0005302711157435036,0.0,1.0,0.005133634975489757
1725647507,-0.26511536829332477,-0.0034457305924181264,0.0,0.0,0.0,-0.016321723123019567,0.9998667918049361,-0.01565114173103833,-0.0005302711157435036,0.0,1.0,-0.001209132121468815
1725647507,-0.26511536829332477,-0.0034457305924181264,0.0,0.0,0.0,-0.016321723123019567,0.9998667918049361,-0.01565114173103833,-0.0005302711157435036,0.0,0.9999999999998668,0.0049166174603752855
1725647507,-0.26587207658534523,-0.0033422468422827346,0.0,0.0,0.0,-0.016227469621497844,0.9998683259458134,-0.015823319344154006,-0.0004178296047988796,0.0,1.0,0.001012475256368884
1725647507,-0.26587207658534523,-0.0033422468422827346,0.0,0.0,0.0,-0.016227469621497844,0.9998683259458134,-0.015823319344154006,-0.0004178296047988796,0.0,1.0,0.005767251139223962
1725647507,-0.26587207658534523,-0.0033422468422827346,0.0,0.0,0.0,-0.016227469621497844,0.9998683259458134,-0.015823319344154006,-0.0004178296047988796,0.0,0.999999999999822,0.0036498435371359814
1725647507,-0.26587207658534523,-0.0033422468422827346,0.0,0.0,0.0,-0.016227469621497844,0.9998683259458134,-0.015823319344154006,-0.0004178296047988796,0.0,0.9999999999999696,0.007274290046429879
1725647507,-0.26587207658534523,-0.0033422468422827346,0.0,0.0,0.0,-0.016227469621497844,0.9998683259458134,-0.015823319344154006,-0.0004178296047988796,0.0,1.0,0.005691221219786837
