Throttle,Left Front RPM,Right Front RPM,Left Rear RPM,Right Rear RPM
0.3,271.943,271.944,271.944,271.944
0.3,271.935,271.935,271.935,271.935
0.3,272.196,272.196,272.196,272.196
0.3,272.37,272.37,272.37,272.37
0.3,272.502,272.502,272.502,272.502
0.3,272.641,272.641,272.641,272.641
0.3,272.78,272.78,272.78,272.78
0.3,272.922,272.922,272.922,272.922
0.3,273.059,273.059,273.059,273.059
0.3,273.206,273.206,273.206,273.206
0.3,273.358,273.359,273.359,273.359
0.3,273.444,273.444,273.444,273.444
0.3,273.555,273.555,273.555,273.555
0.3,273.737,273.738,273.738,273.738
0.3,273.892,273.892,273.892,273.892
0.3,274.028,274.029,274.029,274.029
0.3,274.169,274.169,274.169,274.169
0.3,274.307,274.307,274.307,274.307
0.3,274.438,274.438,274.438,274.438
0.3,274.578,274.578,274.578,274.578
0.3,274.745,274.745,274.745,274.745
0.3,274.956,274.956,274.956,274.956
0.3,275.008,275.008,275.008,275.008
0.3,275.149,275.149,275.149,275.149
0.3,275.153,275.153,275.153,275.153
0.3,275.416,275.416,275.416,275.416
0.3,275.556,275.556,275.556,275.556
0.3,275.706,275.706,275.706,275.706
0.3,275.843,275.843,275.843,275.843
0.3,275.966,275.966,275.966,275.966
0.3,276.112,276.113,276.113,276.113
0.3,276.241,276.241,276.241,276.241
0.3,276.382,276.382,276.382,276.382
0.3,276.514,276.514,276.514,276.514
0.3,276.646,276.647,276.647,276.647
0.3,276.815,276.815,276.815,276.815
0.3,276.988,276.988,276.988,276.988
0.3,277.029,277.029,277.029,277.029
0.3,277.214,277.214,277.214,277.214
0.3,277.314,277.314,277.314,277.314
0.3,277.672,277.673,277.673,277.673
0.3,277.678,277.678,277.678,277.678
0.3,277.766,277.766,277.766,277.766
0.3,277.904,277.904,277.904,277.904
0.3,278.056,278.056,278.056,278.056
0.3,278.176,278.176,278.176,278.176
0.3,278.313,278.313,278.313,278.313
0.3,278.55,278.55,278.55,278.55
0.3,278.524,278.524,278.524,278.524
0.3,278.726,278.726,278.726,278.726
0.3,278.845,278.845,278.845,278.845
0.3,278.99,278.99,278.99,278.99
0.3,279.147,279.147,279.147,279.147
0.3,279.278,279.278,279.278,279.278
0.3,279.435,279.435,279.435,279.435
0.3,279.544,279.544,279.544,279.544
0.3,279.582,279.582,279.582,279.582
0.3,279.584,279.584,279.584,279.584
0.3,280.035,280.035,280.035,280.035
0.3,280.185,280.185,280.185,280.185
0.3,280.219,280.219,280.219,280.219
0.3,280.385,280.385,280.385,280.386
0.3,280.531,280.531,280.532,280.532
0.3,280.65,280.65,280.65,280.65
0.3,280.645,280.645,280.645,280.645
0.3,280.817,280.817,280.817,280.817
0.3,281.131,281.131,281.131,281.131
0.3,281.165,281.165,281.165,281.165
0.3,281.322,281.322,281.322,281.322
0.3,281.474,281.474,281.474,281.474
0.3,281.618,281.618,281.618,281.618
0.3,281.752,281.752,281.752,281.752
0.3,281.906,281.906,281.906,281.906
0.3,282.083,282.083,282.083,282.083
0.3,282.109,282.109,282.109,282.109
0.3,282.365,282.365,282.365,282.365
0.3,282.551,282.551,282.551,282.551
0.3,282.346,282.346,282.346,282.346
0.3,282.688,282.688,282.688,282.688
0.3,282.877,282.877,282.877,282.877
0.3,282.863,282.863,282.863,282.863
0.3,283.101,283.101,283.101,283.101
0.3,283.252,283.252,283.252,283.252
0.3,283.329,283.329,283.329,283.329
0.3,283.523,283.523,283.523,283.523
0.3,283.665,283.665,283.665,283.665
0.3,283.799,283.799,283.799,283.799
0.3,283.805,283.805,283.805,283.805
0.3,284.064,284.064,284.064,284.064
0.3,284.223,284.223,284.223,284.223
0.3,284.35,284.35,284.35,284.35
0.3,284.365,284.365,284.365,284.365
0.3,284.618,284.618,284.618,284.618
0.3,284.666,284.666,284.666,284.666
0.3,284.879,284.879,284.879,284.879
0.3,285.117,285.117,285.117,285.117
0.3,285.176,285.176,285.176,285.176
0.3,285.299,285.299,285.299,285.299
0.3,285.434,285.434,285.434,285.434
0.3,285.575,285.575,285.575,285.575
0.3,285.709,285.709,285.709,285.709
0.3,285.851,285.851,285.851,285.851
0.3,285.978,285.978,285.978,285.978
0.3,286.018,286.018,286.018,286.018
0.3,286.2,286.2,286.2,286.2
0.3,286.504,286.504,286.504,286.504
0.3,286.497,286.497,286.497,286.497
0.3,286.551,286.551,286.552,286.552
0.3,286.847,286.847,286.847,286.847
0.3,286.894,286.894,286.894,286.894
0.3,286.945,286.945,286.945,286.945
0.3,287.22,287.22,287.22,287.22
0.3,287.223,287.223,287.223,287.223
0.3,287.491,287.491,287.491,287.491
0.3,287.697,287.697,287.697,287.697
0.3,287.813,287.813,287.813,287.813
0.3,287.859,287.86,287.86,287.86
0.3,288.013,288.013,288.013,288.013
0.3,288.16,288.16,288.16,288.16
0.3,288.271,288.271,288.271,288.271
0.3,288.411,288.411,288.411,288.411
0.3,288.566,288.566,288.566,288.566
0.3,288.72,288.72,288.72,288.72
0.3,288.83,288.83,288.83,288.83
0.3,288.91,288.91,288.91,288.91
0.3,289.005,289.005,289.005,289.005
0.3,289.233,289.233,289.233,289.233
0.3,289.382,289.382,289.382,289.382
0.3,289.5,289.5,289.5,289.5
0.3,289.646,289.646,289.646,289.646
0.3,289.77,289.77,289.77,289.77
0.3,289.921,289.921,289.921,289.921
0.3,290.008,290.008,290.008,290.008
0.3,290.083,290.083,290.083,290.083
0.3,290.285,290.285,290.285,290.285
0.3,290.518,290.518,290.518,290.518
0.3,290.482,290.482,290.482,290.482
0.3,290.833,290.833,290.833,290.833
0.3,290.866,290.866,290.866,290.866
0.3,290.721,290.721,290.721,290.721
0.3,291.258,291.258,291.258,291.258
0.3,291.32,291.32,291.32,291.32
0.3,291.412,291.412,291.412,291.412
0.3,291.538,291.538,291.538,291.538
0.3,291.681,291.681,291.681,291.681
0.3,291.815,291.815,291.815,291.815
0.3,291.95,291.95,291.95,291.95
0.3,292.089,292.089,292.089,292.089
0.3,292.238,292.238,292.238,292.238
0.3,292.363,292.363,292.363,292.363
0.3,292.488,292.488,292.488,292.488
0.3,292.624,292.624,292.624,292.624
0.3,292.808,292.808,292.808,292.808
0.3,292.908,292.908,292.908,292.908
0.3,293.029,293.029,293.029,293.029
0.3,293.104,293.104,293.104,293.104
0.3,293.248,293.248,293.248,293.248
0.3,293.435,293.435,293.435,293.435
0.3,293.564,293.565,293.565,293.565
0.3,293.61,293.61,293.61,293.61
0.3,293.826,293.826,293.826,293.826
0.3,293.947,293.947,293.947,293.947
0.3,294.22,294.221,294.221,294.221
0.3,294.246,294.246,294.246,294.246
0.3,294.518,294.518,294.518,294.518
0.3,294.145,294.145,294.145,294.145
0.3,294.103,294.103,294.103,294.103
0.3,294.74,294.74,294.74,294.74
0.3,294.885,294.885,294.885,294.885
0.3,294.975,294.975,294.975,294.975
0.3,295.188,295.189,295.189,295.189
0.3,295.292,295.292,295.292,295.292
0.3,295.45,295.45,295.45,295.45
0.3,295.539,295.539,295.539,295.539
0.3,295.745,295.745,295.745,295.745
0.3,295.855,295.855,295.855,295.855
0.3,295.99,295.99,295.99,295.99
0.3,296.208,296.208,296.208,296.208
0.3,296.06,296.06,296.06,296.06
0.3,296.486,296.486,296.486,296.486
0.3,296.537,296.537,296.537,296.537
0.3,296.534,296.534,296.534,296.534
0.3,296.611,296.611,296.611,296.611
0.3,296.917,296.917,296.917,296.917
0.3,296.981,296.981,296.981,296.981
0.3,297.174,297.174,297.174,297.174
0.3,297.328,297.328,297.328,297.328
0.3,297.464,297.464,297.464,297.464
0.3,297.596,297.596,297.596,297.596
0.3,297.73,297.73,297.73,297.73
0.3,297.861,297.861,297.861,297.861
0.3,298.026,298.026,298.026,298.026
0.3,298.143,298.143,298.143,298.143
0.3,298.292,298.292,298.292,298.292
0.3,298.396,298.396,298.396,298.396
0.3,298.597,298.597,298.597,298.597
0.3,298.68,298.68,298.68,298.68
0.3,298.8,298.8,298.8,298.8
0.3,298.914,298.914,298.914,298.914
0.3,299.083,299.083,299.083,299.083
0.3,299.189,299.19,299.19,299.19
0.3,299.395,299.395,299.395,299.396
0.3,299.437,299.437,299.437,299.437
0.3,299.597,299.598,299.598,299.598
0.3,299.698,299.698,299.698,299.698
0.3,299.924,299.924,299.924,299.924
0.3,299.999,299.999,299.999,299.999
0.3,300.139,300.139,300.139,300.139
0.3,300.27,300.27,300.27,300.27
0.3,300.445,300.445,300.445,300.445
0.3,300.533,300.534,300.534,300.534
0.3,300.618,300.619,300.619,300.619
0.3,300.801,300.801,300.801,300.801
0.3,300.941,300.941,300.941,300.941
0.3,301.01,301.01,301.01,301.01
0.3,301.2,301.2,301.2,301.2
0.3,301.32,301.32,301.32,301.32
0.3,301.661,301.661,301.661,301.661
0.3,301.652,301.652,301.652,301.652
0.3,301.75,301.75,301.75,301.75
0.3,301.836,301.836,301.836,301.836
0.3,301.995,301.995,301.995,301.995
0.3,302.087,302.087,302.087,302.087
0.3,302.254,302.255,302.255,302.255
0.3,302.408,302.408,302.408,302.408
0.3,302.53,302.53,302.53,302.53
0.3,302.638,302.638,302.638,302.638
0.3,302.794,302.794,302.794,302.794
0.3,302.94,302.94,302.94,302.94
0.3,302.998,302.999,302.999,302.999
0.3,303.164,303.164,303.164,303.164
0.3,303.332,303.332,303.332,303.332
0.3,303.473,303.473,303.473,303.473
0.3,303.443,303.443,303.443,303.443
0.3,303.791,303.791,303.792,303.792
0.3,303.937,303.937,303.937,303.937
0.3,303.766,303.766,303.766,303.766
0.3,304.156,304.156,304.156,304.156
0.3,304.254,304.254,304.254,304.254
0.3,304.386,304.386,304.386,304.386
0.3,304.483,304.483,304.483,304.483
0.3,304.651,304.651,304.651,304.651
0.3,304.866,304.866,304.866,304.866
0.3,304.769,304.769,304.769,304.769
0.3,305.077,305.077,305.077,305.077
0.3,305.177,305.177,305.177,305.177
0.3,305.32,305.32,305.32,305.32
0.3,305.436,305.436,305.436,305.436
0.3,305.576,305.576,305.576,305.576
0.3,305.709,305.709,305.709,305.709
0.3,305.845,305.845,305.845,305.845
0.3,305.973,305.974,305.974,305.974
0.3,306.112,306.112,306.112,306.112
0.3,306.237,306.237,306.237,306.237
0.3,306.433,306.433,306.433,306.433
0.3,306.511,306.511,306.511,306.511
0.3,306.632,306.632,306.633,306.633
0.3,306.765,306.765,306.765,306.765
0.3,306.898,306.898,306.898,306.898
0.3,307.041,307.041,307.041,307.041
0.3,307.151,307.151,307.151,307.151
0.3,307.296,307.296,307.296,307.296
0.3,307.411,307.411,307.411,307.411
0.3,307.552,307.552,307.552,307.552
0.3,307.741,307.741,307.741,307.741
0.3,307.801,307.801,307.801,307.801
0.3,307.955,307.955,307.956,307.956
0.3,308.086,308.086,308.086,308.086
0.3,308.196,308.196,308.196,308.196
0.3,308.35,308.35,308.35,308.35
0.3,308.542,308.542,308.542,308.542
0.3,308.517,308.517,308.517,308.517
0.3,308.983,308.983,308.983,308.983
0.3,308.85,308.85,308.85,308.85
0.3,309.055,309.055,309.056,309.056
0.3,309.091,309.091,309.091,309.091
0.3,309.271,309.271,309.271,309.271
0.3,309.423,309.424,309.424,309.424
0.3,309.53,309.53,309.53,309.53
0.3,309.668,309.668,309.668,309.668
0.3,309.862,309.862,309.862,309.862
0.3,310.023,310.023,310.023,310.023
0.3,310.021,310.022,310.022,310.022
0.3,310.19,310.191,310.191,310.191
0.3,310.468,310.468,310.468,310.468
0.3,310.449,310.449,310.449,310.449
0.3,310.651,310.651,310.651,310.651
0.3,310.737,310.737,310.737,310.737
0.3,310.843,310.843,310.843,310.843
0.3,311.176,311.176,311.176,311.176
0.3,311.086,311.086,311.086,311.086
0.3,311.186,311.186,311.186,311.186
0.3,311.389,311.389,311.389,311.389
0.3,311.457,311.457,311.458,311.458
0.3,311.688,311.688,311.688,311.688
0.3,311.926,311.926,311.926,311.926
0.3,311.984,311.984,311.984,311.984
0.3,312.017,312.017,312.017,312.017
0.3,312.114,312.114,312.114,312.114
0.3,312.196,312.196,312.196,312.196
0.3,312.409,312.409,312.409,312.409
0.3,312.293,312.293,312.293,312.293
0.3,312.516,312.516,312.516,312.516
0.3,312.826,312.826,312.826,312.826
0.3,312.941,312.941,312.941,312.941
0.3,313.074,313.074,313.074,313.074
0.3,313.202,313.202,313.202,313.202
0.3,313.329,313.329,313.329,313.329
0.3,313.509,313.509,313.509,313.509
0.3,313.742,313.742,313.742,313.742
0.3,313.737,313.737,313.737,313.737
0.3,313.936,313.936,313.936,313.936
0.3,313.945,313.945,313.945,313.945
0.3,314.638,314.638,314.638,314.638
0.3,314.299,314.299,314.299,314.299
0.3,314.501,314.502,314.502,314.502
0.3,314.483,314.483,314.483,314.483
0.3,314.62,314.62,314.621,314.621
0.3,314.765,314.765,314.765,314.765
0.3,314.865,314.865,314.865,314.865
0.3,314.937,314.937,314.937,314.937
0.3,315.098,315.098,315.098,315.098
0.3,315.299,315.299,315.299,315.299
0.3,315.413,315.413,315.413,315.414
0.3,315.534,315.535,315.535,315.535
0.3,315.706,315.706,315.706,315.706
0.3,315.74,315.74,315.741,315.741
0.3,315.902,315.902,315.902,315.902
0.3,316.083,316.083,316.083,316.083
0.3,316.197,316.197,316.197,316.197
0.3,316.568,316.568,316.569,316.569
0.3,316.315,316.315,316.315,316.315
0.3,316.577,316.577,316.577,316.577
0.3,316.428,316.428,316.428,316.428
0.3,316.89,316.89,316.89,316.89
0.3,316.97,316.97,316.97,316.97
0.3,317.112,317.112,317.112,317.112
0.3,317.237,317.237,317.237,317.237
0.3,317.375,317.375,317.375,317.375
0.3,317.492,317.492,317.492,317.492
0.3,317.626,317.626,317.626,317.626
0.3,317.759,317.759,317.759,317.759
0.3,317.892,317.892,317.892,317.892
0.3,318.012,318.013,318.013,318.013
0.3,318.125,318.125,318.125,318.125
0.3,318.215,318.216,318.216,318.216
0.3,318.403,318.403,318.403,318.403
0.3,318.475,318.475,318.475,318.475
0.3,318.659,318.659,318.659,318.659
0.3,318.779,318.779,318.779,318.779
0.3,318.914,318.914,318.914,318.914
0.3,319.069,319.069,319.069,319.069
0.3,319.182,319.182,319.182,319.182
0.3,319.223,319.223,319.223,319.223
0.3,319.385,319.385,319.385,319.385
0.3,319.569,319.57,319.57,319.57
0.3,319.495,319.495,319.495,319.495
0.3,319.784,319.784,319.784,319.784
0.3,319.919,319.919,319.92,319.92
0.3,320.081,320.081,320.081,320.081
0.3,320.218,320.218,320.218,320.218
0.3,320.324,320.324,320.324,320.324
0.3,320.477,320.477,320.477,320.477
0.3,320.667,320.667,320.667,320.667
0.3,320.729,320.729,320.729,320.729
0.3,320.803,320.803,320.803,320.803
0.3,320.711,320.711,320.711,320.711
0.3,321.007,321.007,321.007,321.007
0.3,321.218,321.218,321.218,321.218
0.3,321.32,321.32,321.32,321.32
0.3,321.505,321.505,321.505,321.505
0.3,321.638,321.638,321.638,321.638
0.3,321.756,321.756,321.756,321.756
0.3,321.894,321.894,321.894,321.894
0.3,322.05,322.05,322.05,322.05
0.3,322.151,322.151,322.151,322.151
0.3,322.258,322.258,322.258,322.258
0.3,322.336,322.336,322.336,322.336
0.3,322.431,322.431,322.431,322.431
0.3,322.591,322.591,322.591,322.591
0.3,322.772,322.772,322.772,322.772
0.3,322.353,322.353,322.353,322.353
0.3,323.186,323.186,323.186,323.186
0.3,323.482,323.482,323.482,323.482
0.3,323.31,323.31,323.311,323.311
0.3,323.555,323.555,323.555,323.555
0.3,323.631,323.631,323.631,323.631
0.3,323.705,323.705,323.705,323.705
0.3,323.824,323.824,323.824,323.824
0.3,323.953,323.953,323.953,323.953
0.3,324.04,324.04,324.04,324.04
0.3,324.188,324.188,324.188,324.188
0.3,324.341,324.341,324.341,324.341
0.3,324.466,324.466,324.466,324.466
0.3,324.587,324.587,324.587,324.587
0.3,324.733,324.733,324.734,324.734
0.3,324.862,324.862,324.862,324.862
0.3,324.922,324.923,324.923,324.923
0.3,325.108,325.108,325.108,325.108
0.3,325.218,325.218,325.218,325.218
0.3,325.343,325.343,325.343,325.343
0.3,325.49,325.49,325.49,325.49
0.3,325.642,325.642,325.642,325.642
0.3,325.728,325.728,325.728,325.728
0.3,325.873,325.873,325.873,325.873
0.3,325.996,325.996,325.996,325.996
0.3,326.132,326.133,326.133,326.133
0.3,326.219,326.219,326.219,326.219
0.3,326.367,326.367,326.367,326.367
0.3,326.521,326.521,326.521,326.521
0.3,326.636,326.636,326.636,326.636
0.3,326.77,326.77,326.77,326.77
0.3,326.895,326.895,326.895,326.895
0.3,327.012,327.013,327.013,327.013
0.3,327.17,327.17,327.17,327.17
0.3,327.342,327.342,327.342,327.342
0.3,327.391,327.391,327.391,327.391
0.3,327.508,327.508,327.508,327.508
0.3,327.679,327.679,327.679,327.679
0.3,327.791,327.792,327.792,327.792
0.3,327.916,327.916,327.916,327.916
0.3,327.982,327.983,327.983,327.983
0.3,328.163,328.163,328.163,328.163
0.3,328.297,328.297,328.298,328.298
0.3,328.434,328.434,328.434,328.434
0.3,328.559,328.559,328.559,328.559
0.3,328.689,328.69,328.69,328.69
0.3,328.827,328.827,328.827,328.827
0.3,328.883,328.883,328.883,328.883
0.3,329.11,329.11,329.11,329.11
0.3,329.195,329.195,329.195,329.195
0.3,329.4,329.4,329.401,329.401
0.3,329.49,329.49,329.49,329.49
0.3,329.543,329.543,329.543,329.543
0.3,329.657,329.657,329.657,329.657
0.3,329.835,329.835,329.835,329.835
0.3,330.011,330.011,330.011,330.011
0.3,330.085,330.085,330.085,330.085
0.3,330.213,330.213,330.214,330.214
0.3,330.563,330.563,330.563,330.563
0.3,330.399,330.399,330.399,330.399
0.3,330.656,330.656,330.656,330.656
0.3,330.757,330.757,330.757,330.757
0.3,330.83,330.831,330.831,330.831
0.3,330.997,330.997,330.997,330.997
0.3,331.108,331.108,331.108,331.108
0.3,331.275,331.275,331.275,331.275
0.3,331.387,331.387,331.387,331.387
0.3,331.395,331.395,331.395,331.395
0.3,331.568,331.568,331.568,331.568
0.3,331.762,331.762,331.762,331.762
0.3,331.884,331.884,331.885,331.885
0.3,331.991,331.991,331.991,331.991
0.3,332.171,332.171,332.171,332.171
0.3,332.246,332.246,332.246,332.246
0.3,332.371,332.372,332.372,332.372
0.3,332.42,332.42,332.42,332.42
0.3,332.625,332.625,332.625,332.625
0.3,332.759,332.759,332.759,332.759
0.3,332.805,332.805,332.805,332.805
0.3,332.907,332.907,332.907,332.907
0.3,333.088,333.089,333.089,333.089
0.3,333.26,333.26,333.26,333.26
0.3,333.35,333.35,333.35,333.35
0.3,333.517,333.517,333.517,333.517
0.3,333.655,333.655,333.655,333.655
0.3,333.732,333.732,333.732,333.732
0.3,333.852,333.852,333.852,333.852
0.3,334.025,334.025,334.025,334.025
0.3,334.147,334.147,334.147,334.147
0.3,334.273,334.273,334.273,334.273
0.3,334.401,334.401,334.401,334.401
0.3,334.545,334.545,334.545,334.545
0.3,334.65,334.65,334.65,334.65
0.3,334.779,334.779,334.779,334.779
0.3,334.891,334.891,334.891,334.891
0.3,335.016,335.016,335.016,335.016
0.3,335.157,335.157,335.157,335.157
0.3,335.418,335.418,335.418,335.418
0.3,335.419,335.419,335.419,335.419
0.3,335.549,335.549,335.549,335.549
0.3,335.678,335.679,335.679,335.679
0.3,335.787,335.787,335.787,335.787
0.3,335.926,335.926,335.926,335.926
0.3,336.055,336.055,336.055,336.055
0.3,336.157,336.157,336.157,336.157
0.3,336.295,336.295,336.295,336.295
0.3,336.503,336.504,336.504,336.504
0.3,336.538,336.538,336.538,336.538
0.3,336.493,336.493,336.493,336.493
0.3,336.84,336.841,336.841,336.841
0.3,336.934,336.934,336.934,336.934
0.3,337.055,337.055,337.055,337.055
0.3,337.173,337.173,337.173,337.173
0.3,337.298,337.298,337.299,337.299
0.3,337.437,337.437,337.437,337.437
0.3,337.533,337.533,337.533,337.533
0.3,337.663,337.663,337.663,337.663
0.3,337.761,337.761,337.761,337.762
0.3,337.932,337.932,337.932,337.932
0.3,338.014,338.014,338.014,338.014
0.3,338.164,338.164,338.164,338.164
0.3,338.322,338.322,338.322,338.322
0.3,338.434,338.434,338.434,338.434
0.3,338.522,338.522,338.522,338.522
0.3,338.632,338.632,338.632,338.632
0.3,338.805,338.805,338.805,338.805
0.3,338.887,338.887,338.887,338.887
0.3,339.015,339.015,339.015,339.015
0.3,339.18,339.18,339.18,339.18
0.3,339.353,339.353,339.353,339.354
0.3,339.426,339.426,339.426,339.426
0.3,339.555,339.555,339.555,339.555
0.3,339.713,339.713,339.713,339.713
0.3,339.825,339.825,339.825,339.825
0.3,339.933,339.933,339.934,339.934
0.3,340.069,340.069,340.069,340.069
0.3,340.189,340.189,340.189,340.189
0.3,340.307,340.307,340.307,340.307
0.3,340.437,340.437,340.437,340.437
0.3,340.551,340.551,340.551,340.551
0.3,340.675,340.675,340.675,340.675
0.3,340.81,340.81,340.81,340.81
0.3,340.92,340.92,340.92,340.92
0.3,341.056,341.056,341.056,341.056
0.3,341.159,341.159,341.159,341.159
0.3,341.31,341.31,341.31,341.31
0.3,341.422,341.422,341.422,341.422
0.3,341.559,341.559,341.56,341.56
0.3,341.659,341.659,341.659,341.659
0.3,341.809,341.809,341.809,341.809
0.3,341.952,341.953,341.953,341.953
0.3,341.987,341.987,341.987,341.987
0.3,342.174,342.174,342.174,342.174
0.3,342.326,342.326,342.326,342.326
0.3,342.444,342.444,342.444,342.444
0.3,342.515,342.515,342.515,342.515
0.3,342.684,342.684,342.685,342.685
0.3,342.803,342.803,342.803,342.803
0.3,342.932,342.932,342.932,342.932
0.3,343.06,343.06,343.06,343.06
0.3,343.166,343.166,343.166,343.166
0.3,343.312,343.312,343.312,343.312
0.3,343.428,343.428,343.428,343.428
0.3,343.555,343.555,343.555,343.555
0.3,343.664,343.664,343.664,343.664
0.3,343.811,343.811,343.811,343.811
0.3,343.954,343.955,343.955,343.955
0.3,344.073,344.073,344.073,344.073
0.3,344.233,344.233,344.233,344.233
0.3,344.307,344.307,344.307,344.307
0.3,344.37,344.37,344.37,344.37
0.3,344.62,344.62,344.62,344.62
0.3,344.666,344.666,344.666,344.666
0.3,344.799,344.799,344.799,344.799
0.3,344.923,344.923,344.923,344.923
0.3,345.047,345.047,345.047,345.047
0.3,345.171,345.171,345.171,345.171
0.3,345.294,345.294,345.294,345.294
0.3,345.418,345.418,345.418,345.418
0.3,345.552,345.552,345.552,345.552
0.3,345.678,345.678,345.678,345.678
0.3,345.758,345.758,345.758,345.758
0.3,345.892,345.892,345.892,345.892
0.3,345.88,345.88,345.88,345.88
0.3,346.168,346.168,346.168,346.168
0.3,346.303,346.303,346.303,346.303
0.3,346.299,346.299,346.299,346.299
0.3,346.624,346.624,346.624,346.624
0.3,346.661,346.661,346.661,346.661
0.3,346.475,346.475,346.475,346.475
0.3,346.841,346.841,346.841,346.841
0.3,347.032,347.032,347.032,347.032
0.3,347.197,347.197,347.197,347.197
0.3,347.277,347.277,347.277,347.277
0.3,347.418,347.418,347.418,347.418
0.3,347.518,347.518,347.518,347.518
0.3,347.625,347.625,347.625,347.625
0.3,347.787,347.787,347.787,347.788
0.3,347.899,347.899,347.899,347.899
0.3,348.065,348.065,348.065,348.065
0.3,348.149,348.149,348.149,348.149
0.3,348.256,348.256,348.256,348.256
0.3,348.389,348.389,348.389,348.389
0.3,348.521,348.521,348.521,348.521
0.3,348.632,348.632,348.632,348.632
0.3,348.83,348.83,348.83,348.83
0.3,348.615,348.615,348.615,348.615
0.3,349.02,349.02,349.02,349.02
0.3,349.129,349.129,349.129,349.129
0.3,349.183,349.183,349.183,349.183
0.3,349.372,349.372,349.372,349.372
0.3,349.502,349.502,349.502,349.502
0.3,349.631,349.631,349.631,349.631
0.3,349.754,349.754,349.754,349.754
0.3,349.871,349.871,349.871,349.871
0.3,349.996,349.996,349.996,349.996
0.3,350.137,350.137,350.137,350.137
0.3,350.244,350.244,350.244,350.244
0.3,350.366,350.366,350.366,350.366
0.3,350.455,350.455,350.455,350.455
0.3,350.62,350.62,350.62,350.62
0.3,350.758,350.758,350.758,350.758
0.3,350.798,350.798,350.798,350.798
0.3,351.01,351.01,351.01,351.01
0.3,351.078,351.078,351.078,351.078
0.3,351.225,351.225,351.225,351.225
0.3,351.329,351.329,351.329,351.329
0.3,351.487,351.487,351.487,351.487
0.3,351.613,351.613,351.613,351.613
0.3,351.719,351.719,351.719,351.719
0.3,351.841,351.841,351.841,351.841
0.3,351.963,351.963,351.963,351.963
0.3,352.088,352.088,352.088,352.088
0.3,352.203,352.203,352.203,352.203
0.3,352.33,352.33,352.33,352.33
0.3,352.444,352.444,352.445,352.445
0.3,352.574,352.574,352.574,352.574
0.3,352.696,352.696,352.696,352.696
0.3,352.822,352.822,352.822,352.822
0.3,352.991,352.991,352.991,352.991
0.3,353.014,353.014,353.014,353.014
0.3,353.209,353.209,353.209,353.209
0.3,353.312,353.312,353.312,353.312
0.3,353.433,353.434,353.434,353.434
0.3,353.559,353.559,353.559,353.559
0.3,353.681,353.681,353.681,353.681
0.3,353.804,353.804,353.804,353.804
0.3,353.926,353.926,353.926,353.926
0.3,354.048,354.048,354.048,354.048
0.3,354.11,354.11,354.11,354.11
0.3,354.292,354.293,354.293,354.293
0.3,354.418,354.418,354.418,354.418
0.3,354.568,354.568,354.568,354.568
0.3,354.625,354.625,354.625,354.625
0.3,354.825,354.825,354.825,354.825
0.3,354.962,354.962,354.962,354.962
0.3,355.02,355.02,355.02,355.02
0.3,355.302,355.303,355.303,355.303
0.3,354.901,354.901,354.901,354.901
0.3,355.405,355.405,355.405,355.405
0.3,355.351,355.351,355.351,355.351
0.3,355.636,355.636,355.636,355.636
0.3,355.754,355.754,355.754,355.754
0.3,355.881,355.881,355.881,355.881
0.3,356.009,356.009,356.009,356.009
0.3,356.126,356.126,356.126,356.126
0.3,356.248,356.248,356.248,356.248
0.3,356.369,356.369,356.37,356.37
0.3,356.533,356.534,356.534,356.534
0.3,356.616,356.617,356.617,356.617
0.3,356.727,356.727,356.727,356.727
0.3,356.857,356.857,356.857,356.857
0.3,356.937,356.938,356.938,356.938
0.3,357.148,357.148,357.148,357.148
0.3,357.235,357.235,357.235,357.235
0.3,357.403,357.403,357.404,357.404
0.3,357.472,357.472,357.472,357.472
0.3,357.586,357.586,357.586,357.586
0.3,357.738,357.738,357.738,357.738
0.3,357.832,357.832,357.832,357.832
0.3,357.95,357.95,357.95,357.95
0.3,358.071,358.071,358.071,358.071
0.3,358.199,358.199,358.199,358.199
0.3,358.321,358.321,358.321,358.321
0.3,358.44,358.44,358.44,358.44
0.3,358.579,358.579,358.579,358.579
0.3,358.683,358.683,358.683,358.683
0.3,358.803,358.803,358.803,358.803
0.3,358.906,358.906,358.906,358.906
0.3,359.01,359.01,359.01,359.01
0.3,359.165,359.165,359.165,359.165
0.3,359.1,359.1,359.1,359.1
0.3,359.4,359.4,359.4,359.4
0.3,359.566,359.566,359.566,359.566
0.3,359.521,359.521,359.521,359.521
0.3,359.742,359.742,359.743,359.743
0.3,359.861,359.861,359.862,359.862
0.3,360.017,360.017,360.017,360.017
0.3,360.14,360.14,360.14,360.14
0.3,360.266,360.266,360.267,360.267
0.3,360.38,360.38,360.38,360.38
0.3,360.497,360.497,360.497,360.497
0.3,360.605,360.605,360.606,360.606
0.3,360.746,360.746,360.746,360.746
0.3,360.871,360.871,360.871,360.871
0.3,360.983,360.983,360.983,360.983
0.3,361.086,361.086,361.086,361.086
0.3,361.297,361.297,361.297,361.297
0.3,361.345,361.345,361.345,361.345
0.3,361.5,361.5,361.5,361.5
0.3,361.585,361.585,361.585,361.585
0.3,361.73,361.73,361.73,361.73
0.3,361.829,361.829,361.829,361.83
0.3,361.952,361.952,361.952,361.952
0.3,362.055,362.055,362.055,362.055
0.3,362.184,362.184,362.184,362.184
0.3,362.286,362.286,362.286,362.286
