1.486551966580908601e+00 -9.961104541915637156e-02 5.065976010505481852e-01 9.961104541915637156e-02
1.572985585369143902e+00 9.742614777743723309e-01 6.051479379859893148e-01 7.226858662619681795e-01
9.572054548157997722e-01 1.831741404082858349e+00 2.733204064790223931e-01 1.102151628481936374e+00
2.484578598832639929e-01 2.278300345554703732e+00 -1.364575347484172918e-01 1.355348483876350985e+00
-5.151368606099459013e-01 2.430938691355627235e+00 -4.808704672772964317e-01 1.431525956651905407e+00
-1.237620837953779862e+00 2.220545485071978131e+00 -7.623791620462199159e-01 1.340690184763698056e+00
-1.566538147531307601e+00 1.918953567579324782e+00 -1.190240929081491927e+00 9.924545641330546619e-01
-2.173448104624417621e+00 1.810688236669808049e+00 -1.501145340709435949e+00 1.070411941201503403e+00
-2.485065717660830842e+00 9.741052229154323339e-01 -1.496207626886239206e+00 8.252439576056489479e-01
-2.474620442894800210e+00 5.392794850507702797e-01 -1.512212358329855677e+00 2.676719027485918168e-01
-2.709468813824779332e+00 1.839593134667699692e-01 -1.779610822540444337e+00 -1.839593134667695806e-01
-2.872096667849913576e+00 -5.996891492373228605e-01 -1.875581346410864603e+00 -5.162792329369858546e-01
-2.623763071450015083e+00 -1.228673292352253643e+00 -1.689473664198129832e+00 -8.721577898885862767e-01
-2.400467841463343799e+00 -1.880673714760605186e+00 -1.515311125246318058e+00 -1.415380701987049683e+00
-1.905534471592240209e+00 -2.541613614413021249e+00 -1.225256932900454121e+00 -1.808658997570037119e+00
-1.000000000000000666e+00 -3.037073658319261682e+00 -1.000000000000000222e+00 -2.037073658319261682e+00
-1.929262901597008917e-01 -2.612848243966058082e+00 -6.762823053476059165e-01 -1.737424368017001175e+00
4.929465905859916064e-01 -2.249602413992060512e+00 -2.602132449094530231e-01 -1.591764848785819808e+00
8.139079711808232531e-01 -1.487540421120533418e+00 -6.442095870849845474e-02 -1.009483634828905574e+00
1.217955158957956252e+00 -9.419561827123230646e-01 3.228336826636126200e-01 -4.961338608433585318e-01
