1.783750699412506524e+00 9.051555297984384407e-02 8.002733287145261665e-01 -9.051555297984384407e-02
1.473540481834432869e+00 9.338718867339370622e-01 5.057028344512779494e-01 6.822962752215329107e-01
1.332316647678529531e+00 1.830566570121773040e+00 3.762366936993418731e-01 1.537460579737485400e+00
8.090012524208496369e-01 2.882734070804559234e+00 1.205345683835468695e-01 2.157466103105253996e+00
-2.361544617206028929e-01 3.260453689165831115e+00 -3.276734357468890635e-01 2.264650356477505788e+00
-9.999999999999997780e-01 3.154719094489995435e+00 -1.000000000000000000e+00 2.154719094489995435e+00
-1.752551242487566219e+00 3.261362759067470307e+00 -1.683620860044941603e+00 2.263741286575867484e+00
-2.819589269050838176e+00 2.922359507655704736e+00 -2.147286505135856949e+00 2.182083212187400090e+00
-3.327612485127414921e+00 1.930105413331739905e+00 -2.432334892997089604e+00 1.484596678255393654e+00
-3.781536549262622504e+00 1.024754243853575053e+00 -2.799541272562559246e+00 8.358487740048532455e-01
-3.698405331838846788e+00 -9.954702363592630998e-02 -2.718424944106054841e+00 9.954702363592697612e-02
-3.427543880451338509e+00 -9.051615118340843313e-01 -2.455154993932241680e+00 -6.717951617016149068e-01
-3.291148374471215554e+00 -1.793617817684709292e+00 -2.335279359360712625e+00 -1.499824649024040335e+00
-2.761528064353665712e+00 -2.830313636686199175e+00 -2.095212428803034044e+00 -2.084643821137280639e+00
-1.877283888601435358e+00 -3.114424882002892581e+00 -1.500986670151619684e+00 -2.187925878556622905e+00
-1.000000000000000666e+00 -3.537610762194688618e+00 -1.000000000000000222e+00 -2.537610762194688618e+00
7.366026060892538752e-03 -3.036829619028291738e+00 -6.290954673078392734e-01 -2.265521141531224636e+00
5.294075276188501267e-01 -2.423108379458418504e+00 -1.428952362961314893e-01 -1.682832083990113858e+00
1.157162543130508148e+00 -1.992639398593057276e+00 4.511966253782960790e-01 -1.284393591706580295e+00
1.790363354388388561e+00 -1.081348158582554175e+00 8.319398605772856392e-01 -7.959985370462387966e-01
