1.357944605350494385e+02 7.297362970909055946e-01 -1.895588582540504552e+00 2.232807884086895622e-01 3.120090070156293915e-01 -1.042478064232258382e-02 -1.542812751469515090e-02 -9.498966661543088996e-01
1.384070091247558594e+02 1.644561788019603121e-01 -2.220130754203529122e+00 2.345470651561953335e-01 2.092816338546802379e-01 -3.269934022730226070e-03 4.376345536523326436e-04 -9.778498421222963088e-01
1.384220690727233887e+02 1.618361765747028946e-01 -2.221130620424851543e+00 2.345986782054361175e-01 2.084081815324858589e-01 -4.777186531399559011e-03 -3.559723936750245721e-04 -9.780302048724373032e-01
1.396570303440093994e+02 -1.361631943260334932e-01 -2.347554874769658628e+00 2.337768037366008689e-01 1.524967507166420932e-01 -3.987769945351856207e-03 -1.148548771809259185e-03 -9.882952592962530591e-01
1.396703617572784424e+02 -1.397505309443563826e-01 -2.348745685056050192e+00 2.336463934464257375e-01 1.504900007372795556e-01 -4.964157719688040357e-03 1.375477800296351491e-03 -9.885981109010114620e-01
1.398791668415069580e+02 -2.066921700828807384e-01 -2.368983889610591476e+00 2.337438126975800723e-01 1.212780456006957164e-01 -3.827486102985547776e-03 1.255803180747180675e-03 -9.926104013981408292e-01
1.398957192897796631e+02 -2.131641236058298694e-01 -2.371335109228846161e+00 2.331667787280105320e-01 1.171657131642314525e-01 -4.889197200604589004e-03 3.310044544345179009e-03 -9.930948267988133349e-01
1.407047231197357178e+02 -4.613470575203805213e-01 -2.404024791139661055e+00 2.358049947547955494e-01 1.769711686645624588e-02 -8.116302573072934528e-04 -3.368483320822446541e-03 -9.998373900945382031e-01
1.407177605628967285e+02 -4.649575893377140834e-01 -2.404067811020981882e+00 2.360299770049460455e-01 1.724407648331761911e-02 3.679351349541908956e-04 -3.764339173733268883e-03 -9.998441559565965919e-01
1.436614575386047363e+02 -1.457949325318388389e+00 -1.933710380146768992e+00 2.177561658307381187e-01 -3.981015203966818405e-01 1.309423343149706881e-03 3.088941191438680876e-03 -9.173352295157287672e-01
1.436750214099884033e+02 -1.462099833429660434e+00 -1.930175558430472949e+00 2.180005727339673072e-01 -3.995195579197302616e-01 1.489052951299501236e-03 3.296883550587111078e-03 -9.167175334418915522e-01
1.439090201854705811e+02 -1.541052863548626028e+00 -1.841071639649701552e+00 2.195498504041271670e-01 -4.173715870353548185e-01 1.200843679824281337e-03 3.992828972103767840e-04 -9.087350311742219411e-01
1.439220931529998779e+02 -1.544107729244841964e+00 -1.837237893394927379e+00 2.193736054117670364e-01 -4.180861534592801299e-01 1.173901315916715078e-03 6.222767003852134248e-05 -9.084066195097000307e-01
1.441248376369476318e+02 -1.603420531584111464e+00 -1.762540859253361569e+00 2.179957440240687938e-01 -4.300503374690037850e-01 7.019272769018208933e-04 -7.107027880634639999e-04 -9.028043583426262897e-01
1.441374166011810303e+02 -1.609479382829548832e+00 -1.756181495632595846e+00 2.181018594950280276e-01 -4.318584554496751604e-01 6.415849076978711327e-04 -1.592051496015616961e-03 -9.019397586299549019e-01
1.443575425148010254e+02 -1.666266218492934215e+00 -1.684408116767859065e+00 2.162060253697832557e-01 -4.453141190794566717e-01 1.941210135791963899e-03 7.635642457245608123e-04 -8.953719808109581457e-01
1.443707053661346436e+02 -1.669476501150858327e+00 -1.680411161758264882e+00 2.162779743825710699e-01 -4.464103868602991576e-01 1.926448772146866287e-03 4.721504958180542679e-04 -8.948261464509603691e-01
1.452104494571685791e+02 -1.881792029951097067e+00 -1.360133892652466647e+00 2.149204819713178005e-01 -5.024994337589259175e-01 2.020679557036958278e-03 2.122136073931360327e-03 -8.645725721213751713e-01
1.452247133255004883e+02 -1.884282264366377246e+00 -1.356523576865918956e+00 2.149437022035350087e-01 -5.035226251255976448e-01 1.625412763672184424e-03 1.237778299136485472e-03 -8.639796247162643272e-01
1.456499116420745850e+02 -1.969821238838532551e+00 -1.196638010572721234e+00 2.130638593198940223e-01 -5.383107415148350450e-01 4.440237852779315569e-03 3.154354030228983218e-03 -8.427288294037479366e-01
1.456644392013549805e+02 -1.971890176163678010e+00 -1.192498255190804990e+00 2.128683709259250878e-01 -5.395275053203155702e-01 4.272214495724109204e-03 3.233581430567546156e-03 -8.419509267987483891e-01
1.464699003696441650e+02 -2.081756705947585662e+00 -8.816975856777068410e-01 2.123784258935473290e-01 -6.158436603726308300e-01 6.135937041982131475e-03 2.127670888462532891e-04 -7.878444586246846626e-01
1.464862830638885498e+02 -2.082733739915339388e+00 -8.774817483362994386e-01 2.119755907151889829e-01 -6.167257182961854989e-01 5.773893270340811797e-03 4.739498607669342771e-04 -7.871567988146238593e-01
1.467064733505249023e+02 -2.100215993595192288e+00 -7.971803999132598406e-01 2.105321613303486605e-01 -6.334881071889404414e-01 6.346047086212192392e-03 1.103998104925234649e-03 -7.737256147528899231e-01
1.467196629047393799e+02 -2.100722343533561798e+00 -7.932108140511056060e-01 2.105252272429072868e-01 -6.340954077639173736e-01 6.793582158146371265e-03 1.556040886594452655e-03 -7.732234087448021098e-01
1.470706150531768799e+02 -2.126672597595877789e+00 -6.429615291512352782e-01 2.078829387306155574e-01 -6.663311431345353419e-01 5.488079385545930992e-03 2.573698037002158413e-03 -7.456313195890417189e-01
1.470858778953552246e+02 -2.126972774851465520e+00 -6.384361315944524495e-01 2.079746338602309619e-01 -6.670947383724670221e-01 6.579567774236927749e-03 3.618652444135866519e-03 -7.449350472881259844e-01
1.476471223831176758e+02 -2.140205683669539560e+00 -4.072194392793512807e-01 2.067587170686641940e-01 -7.072634466080270910e-01 7.637623898610231866e-03 3.694057371222049350e-03 -7.068991708394174456e-01
1.476686978340148926e+02 -2.140119346852166426e+00 -4.028057855477612526e-01 2.062891212625259652e-01 -7.080642058552547580e-01 6.899999709236352349e-03 3.191404282957442749e-03 -7.061071344557302565e-01
1.481719048023223877e+02 -2.129568331392511116e+00 -1.942904055447883804e-01 2.029657636684809585e-01 -7.435894329757269938e-01 4.064300713570754425e-03 2.101124088967710156e-03 -6.686208356790187546e-01
1.481874401569366455e+02 -2.128915811921490597e+00 -1.859754105158373805e-01 2.026052797902729019e-01 -7.453793387955144345e-01 3.437991491344225773e-03 2.255724202608128809e-03 -6.666278821198442506e-01
1.490259077548980713e+02 -2.062626422805726278e+00 1.468245872534245655e-01 2.010206143957616320e-01 -8.030656318352037415e-01 7.565053254886953092e-03 4.660482605402122176e-03 -5.958243372305807029e-01
1.490384895801544189e+02 -2.060761069782653720e+00 1.504684247339495573e-01 2.011247354021016842e-01 -8.031125800303900997e-01 8.958630188783173534e-03 5.141535385521683182e-03 -5.957377706306276055e-01
1.502957980632781982e+02 -1.852680174131850599e+00 6.436402300477491734e-01 1.975775233802780639e-01 -8.650636391813952830e-01 1.004874012142454101e-02 -1.828342382801020482e-04 -5.015614514292883186e-01
1.503137674331665039e+02 -1.847913136251367661e+00 6.503926370181777328e-01 1.968583121515821155e-01 -8.654481473078077247e-01 1.200299881923290631e-02 1.874515905712834801e-03 -5.008511939997227769e-01
1.506660888195037842e+02 -1.761983628181848616e+00 7.909141453931992638e-01 1.944917232758824055e-01 -8.840435829635875375e-01 7.686851503309689686e-03 1.307809872304799195e-04 -4.673412443078421297e-01
1.506799249649047852e+02 -1.759349729358273606e+00 7.948980353395928011e-01 1.943667433279372692e-01 -8.844692488921329643e-01 8.152554233217750024e-03 5.955832401303020425e-04 -4.665268790801500032e-01
1.508848142623901367e+02 -1.706253860870842409e+00 8.721531217274042236e-01 1.935968506251875276e-01 -8.923378976710121258e-01 7.701952152534899398e-03 7.972371561688180140e-04 -4.513015851135861456e-01
1.509003863334655762e+02 -1.700743593398595488e+00 8.796398562419353029e-01 1.934742481576508244e-01 -8.930847019896113181e-01 7.929911232981954466e-03 8.279571037495420940e-04 -4.498179032308503578e-01
1.518334205150604248e+02 -1.419607636631248893e+00 1.202860013148069784e+00 1.889781140250889058e-01 -9.285559260467151077e-01 9.402367440069640467e-03 2.075824328018120030e-03 -3.710676200416960224e-01
1.518488285541534424e+02 -1.412642011258567365e+00 1.208868510344311975e+00 1.890811218990891551e-01 -9.290671812364815763e-01 9.877736097788518410e-03 1.906351450964726855e-03 -3.697742134100571731e-01
1.525093679428100586e+02 -1.190190514186520110e+00 1.396849089050532289e+00 1.877355564135899102e-01 -9.537090220682378217e-01 1.268474019133784304e-02 6.006142884897479849e-03 -3.004032703543192406e-01
1.525238871574401855e+02 -1.186692222801135843e+00 1.399442272644511043e+00 1.875658717317579549e-01 -9.541160466434752685e-01 1.308473918262981726e-02 6.259997604017008069e-03 -2.990855589424975536e-01
1.530024106502532959e+02 -1.011715041423950190e+00 1.506402229847922047e+00 1.863676268005433068e-01 -9.721349823782071686e-01 9.792783330539032993e-03 4.998227143847131307e-03 -2.341638211948691706e-01
1.530201058387756348e+02 -1.004163289749204324e+00 1.510041162813390514e+00 1.866144119901396448e-01 -9.724144219811062806e-01 8.042885374755072078e-03 3.533183728558245487e-03 -2.330944455167043294e-01
1.536952457427978516e+02 -7.593687859391582418e-01 1.614059572183661473e+00 1.873601549769867702e-01 -9.888422938486562952e-01 1.278450623820086979e-02 6.765281746246121913e-03 -1.482622853569548482e-01
1.537148590087890625e+02 -7.525048697864924474e-01 1.616411055112922712e+00 1.878253159167515562e-01 -9.891642880208948441e-01 1.229653696233858236e-02 6.122061349635010870e-03 -1.461688299456537499e-01
1.543503324985504150e+02 -5.090199236709280761e-01 1.670289010837092025e+00 1.889157792913447875e-01 -9.969133907091244362e-01 9.002142974203481210e-03 3.219887164783771533e-03 -7.792486877341929519e-02
1.543639979362487793e+02 -5.060922284591524711e-01 1.668337397854821713e+00 1.899601276526552140e-01 -9.966654189936710040e-01 5.742286835484034478e-03 2.364478614135068582e-04 -8.139418171145994252e-02
1.551757497787475586e+02 -1.964625832126234151e-01 1.701324220297757428e+00 1.901427093479988173e-01 -9.995985070274592266e-01 1.821954613589143318e-02 3.899671215842386452e-03 -2.134632173197519717e-02
1.551886210441589355e+02 -1.927707302137063594e-01 1.703621891475559647e+00 1.911700879757907146e-01 -9.997504243483554820e-01 1.267135013737808250e-02 2.168355605798174494e-03 -1.827085479516198097e-02
1.559965806007385254e+02 1.662744947850472166e-01 1.692124122379513151e+00 1.909515406779787039e-01 -9.990760118398241962e-01 1.185388263616057522e-02 -1.930932796032576882e-03 4.126596092685659578e-02
