1.732419018561405677e+00 1.135365399162601915e-02 7.326768627211344143e-01 -1.135365399162601915e-02
1.369875232553786404e+00 1.028424107810367305e+00 4.962606947045626327e-01 5.418055310395180069e-01
8.567610942473028457e-01 1.678056143901731634e+00 1.083637597238965578e-01 1.014805490167971058e+00
4.173952844692732644e-01 2.120838055314135495e+00 -3.349125923906409175e-01 1.462026353524824351e+00
-2.026350210624293102e-01 2.806968491276053967e+00 -5.789322395122449283e-01 1.880469487829783626e+00
-9.999999999999996669e-01 2.714331981744776190e+00 -1.000000000000000000e+00 1.714331981744776190e+00
-1.797364978937570523e+00 2.806968491276054412e+00 -1.421067760487754850e+00 1.880469487829784070e+00
-2.377392727996807231e+00 2.161570352153632246e+00 -1.705089964081825338e+00 1.421294056685327600e+00
-2.935529953838046602e+00 1.814564553109609069e+00 -2.254368370983099723e+00 1.082431438134918711e+00
-3.549105318592943092e+00 9.645625164907678517e-01 -2.581267671209788617e+00 7.129869049783634782e-01
-3.471465585395820952e+00 4.341561092417412267e-16 -2.471465585395820952e+00 1.694311454542975898e-16
-3.549105318592943981e+00 -9.645625164907671856e-01 -2.581267671209788617e+00 -7.129869049783630341e-01
-2.935529953838047046e+00 -1.814564553109608624e+00 -2.254368370983100167e+00 -1.082431438134918267e+00
-2.377392727996807675e+00 -2.161570352153632246e+00 -1.705089964081825560e+00 -1.421294056685327822e+00
-1.940866365835402618e+00 -2.717895792778061370e+00 -1.277566373589923643e+00 -1.969542186327776889e+00
-1.166993024568448334e+00 -3.185620990470294789e+00 -8.330069754315525543e-01 -2.243042973019258479e+00
-7.902822331245082377e-02 -3.282496749423631677e+00 -4.553254417622663031e-01 -2.355997745977361113e+00
6.372218331921680745e-01 -2.542026603205197688e+00 -8.451093927955766194e-02 -1.849854800008710720e+00
1.284693597780410590e+00 -1.890354182690009655e+00 3.888865274676163164e-01 -1.445911056094931535e+00
1.455560953960431059e+00 -9.151542324885448831e-01 4.825688809925605671e-01 -6.843157046347958516e-01
