1.357944605350494385e+02 1.646774411201477051e-01 -2.220047950744628906e+00 2.345418483018875122e-01 2.093610167503356934e-01 -3.120496403425931931e-03 5.161130102351307869e-04 -9.778333902359008789e-01
1.384070091247558594e+02 1.622227430343627930e-01 -2.220966577529907227e+00 2.345997244119644165e-01 2.084801197052001953e-01 -4.778362344950437546e-03 -3.545318613760173321e-04 -9.780148863792419434e-01
1.384220690727233887e+02 -1.357720792293548584e-01 -2.347423315048217773e+00 2.337932288646697998e-01 1.527225822210311890e-01 -3.864835714921355247e-03 -1.463844091631472111e-03 -9.882604479789733887e-01
1.396570303440093994e+02 -1.392976343631744385e-01 -2.348609209060668945e+00 2.336451709270477295e-01 1.506859809160232544e-01 -4.972952418029308319e-03 1.378265675157308578e-03 -9.885681867599487305e-01
1.396703617572784424e+02 -2.058504819869995117e-01 -2.368664264678955078e+00 2.338248193264007568e-01 1.218267753720283508e-01 -3.678644075989723206e-03 9.680608054623007774e-04 -9.925441741943359375e-01
1.398791668415069580e+02 -2.127347737550735474e-01 -2.371278524398803711e+00 2.331622540950775146e-01 1.173372641205787659e-01 -4.895997699350118637e-03 3.321526804938912392e-03 -9.930745363235473633e-01
1.398957192897796631e+02 -4.609857499599456787e-01 -2.403995990753173828e+00 2.357784062623977661e-01 1.772710308432579041e-02 -9.461046429350972176e-04 -3.322997130453586578e-03 -9.998369216918945312e-01
1.407047231197357178e+02 -4.645151495933532715e-01 -2.404277324676513672e+00 2.360381335020065308e-01 1.743417419493198395e-02 3.674961917567998171e-04 -3.767322516068816185e-03 -9.998408555984497070e-01
1.407177605628967285e+02 -1.457557201385498047e+00 -1.934030532836914062e+00 2.177311331033706665e-01 -3.979617655277252197e-01 1.290109474211931229e-03 3.064979799091815948e-03 -9.173959493637084961e-01
1.436614575386047363e+02 -1.461630821228027344e+00 -1.930704593658447266e+00 2.179911881685256958e-01 -3.994130790233612061e-01 1.490751747041940689e-03 3.313900902867317200e-03 -9.167639017105102539e-01
1.436750214099884033e+02 -1.540682315826416016e+00 -1.841536283493041992e+00 2.195729464292526245e-01 -4.172832369804382324e-01 1.204158179461956024e-03 4.452047287486493587e-04 -9.087756276130676270e-01
1.439090201854705811e+02 -1.543739795684814453e+00 -1.837702393531799316e+00 2.193823754787445068e-01 -4.180122315883636475e-01 1.176809426397085190e-03 6.629250856349244714e-05 -9.084406495094299316e-01
