0,0,0,1
0.4,0,0,1
0.8,0,0,1
1.2,0,0,1
1.6,0,0,1
2,0,0,1
2.4,0,0,1
2.8,0,0,1
3.2,0,0,1
3.6,0,0,1
4,0,0,1
4.4,0,0,1
4.8,0,0,1
5.2,0,0,1
5.6,0,0,1
6,0,0,1
6.4,0,0,1
6.8,0,0,1
7.2,0,0,1
7.6,0,0,1
8,0,0,1
8.4,0,0,1
8.8,0,0,1
9.2,0,0,1
9.6,0,0,1
10,0,0,1
10.4,0,0,1
10.8,0,0,1
11.2,0,0,1
11.6,0,0,1
12,0,0,1
12.4,0,0,1
12.8,0,0,1
13.2,0,0,1
13.6,0,0,1
14,0,0,1
14.4,0,0,1
14.8,0,0,1
15.2,0,0,1
15.6,0.2,0,1
16,0.4,0,1
16.4,0.5,0,1
16.8,0.6,0,1
17.2,0.7,0,1
17.6,0.8,0,1
18,1.0,0.9,1
18.4,1.0,0,1
18.8,1.1,0,1
19.2,1.2,0,1
19.6,1.3,1.571,1
20,1.6,1.571,1
20,1.8,1.571,1
20,2.7,1.571,1
20,3.6,1.571,1
20,4.5,1.571,1
20,5.4,1.571,1
20,6.3,1.571,1
20,7.2,1.571,1
20,8.1,1.571,1
20,9,1.571,1
20,9.9,1.571,1
20,10.8,1.571,1
20,11.7,1.571,1
20,12.6,1.571,1
20,13.5,1.571,1
20,14.4,1.571,1
20,15.3,1.571,1
20,16.2,1.571,1
20,17.1,1.571,1
20,18,1.571,1
20,18.9,1.571,1
20,19.8,1.571,1
20,20.7,1.571,1
20,21.6,1.571,1
20,22.5,1.571,1
20,23.4,1.571,1
20,24.3,1.571,1
20,25.2,1.571,1
20,26.1,1.571,1
20,27,1.571,1
20,27.9,1.571,1
20,28.8,1.571,1
20,29.7,1.571,1
20,30.6,1.571,1
20,31.5,1.571,1
20,32.4,1.571,1
20,33.3,1.571,1
20,34.2,1.571,1
20,35.1,1.571,1
20,36,1.571,1
20,36.9,1.571,1
20,37.8,1.571,1
20,38.7,1.571,1
20,39.6,1.571,1
20,40.5,1.571,1
20,41.4,1.571,1
20,42.3,1.571,1
20,43.2,1.571,1
20,44.1,3.14,1
19.6,45,3.14,1
19.2,45,3.14,1
18.8,45,3.14,1
18.4,45,3.14,1
18,45,3.14,1
17.6,45,3.14,1
17.2,45,3.14,1
16.8,45,3.14,1
16.4,45,3.14,1
16,45,3.14,1
15.6,45,3.14,1
15.2,45,3.14,1
14.8,45,3.14,1
14.4,45,3.14,1
14,45,3.14,1
13.6,45,3.14,1
13.2,45,3.14,1
12.8,45,3.14,1
12.4,45,3.14,1
12,45,3.14,1
11.6,45,3.14,1
11.2,45,3.14,1
10.8,45,3.14,1
10.4,45,3.14,1
10,45,3.14,1
9.6,45,3.14,1
9.2,45,3.14,1
8.8,45,3.14,1
8.4,45,3.14,1
8,45,3.14,1
7.6,45,3.14,1
7.2,45,3.14,1
6.8,45,3.14,1
6.4,45,3.14,1
6,45,3.14,1
5.6,45,3.14,1
5.2,45,3.14,1
4.8,45,3.14,1
4.4,45,3.14,1
4,45,3.14,1
3.6,45,3.14,1
3.2,45,3.14,1
2.8,45,3.14,1
2.4,45,3.14,1
2,45,3.14,1
1.6,45,3.14,1
1.2,45,3.14,1
0.8,45,3.14,1
0.4,45,-1.571,1
0,44.1,-1.571,1
0,43.2,-1.571,1
0,42.3,-1.571,1
0,41.4,-1.571,1
0,40.5,-1.571,1
0,39.6,-1.571,1
0,38.7,-1.571,1
0,37.8,-1.571,1
0,36.9,-1.571,1
0,36,-1.571,1
0,35.1,-1.571,1
0,34.2,-1.571,1
0,33.3,-1.571,1
0,32.4,-1.571,1
0,31.5,-1.571,1
0,30.6,-1.571,1
0,29.7,-1.571,1
0,28.8,-1.571,1
0,27.9,-1.571,1
0,27,-1.571,1
0,26.1,-1.571,1
0,25.2,-1.571,1
0,24.3,-1.571,1
0,23.4,-1.571,1
0,22.5,-1.571,1
0,21.6,-1.571,1
